,title,genre,day,star,synopsis,director,actor
272,감쪽같은 그녀,드라마, 2019.12.04. ,8.82,"“초면에 실례하겠습니다~” 72살 나 홀로 라이프를 즐기는 ‘말순’ 할매의 인생에 듣도 보도 못한 손녀(?)가 나타났다! 특기는 자수, 용돈 벌이는 그림 맞추기(?) 동네를 주름 잡으며 나 혼자 잘 살고 있던 ‘말순’ 할매 앞에 다짜고짜 자신을 손녀라고 소개하는 열두 살 ‘공주’가 갓난 동생 ‘진주’까지 업고 찾아온다. 외모, 성격, 취향까지 모든 것이 극과 극인 ‘말순’과 ‘공주’는 티격태격 하루도 조용할 날 없이 지내지만, 필요한 순간엔 든든한 내 편이 되어주며 서로에게 특별한 존재가 되어간다. 하지만 ‘말순’은 시간이 갈수록 ‘공주’와의 동거생활이 아득하고 깜깜하게만 느껴지는데…",허인무,"['나문희', '김수안', '고규필', '임한빈']"
273,글래스,드라마, 2019.01.17. ,8.07,"통제불가한 24번째 인격 비스트를 깨운 케빈, 강철 같은 신체 능력을 지닌 의문의 남자 던, 천재적 두뇌를 지닌 미스터리한 설계자 미스터 글래스, 마침내 그들이 한 자리에 모이게 되고 이들의 존재가 세상에 드러나면서 예상치 못한 일이 벌어지는데…….",M. 나이트 샤말란,"['제임스 맥어보이', '브루스 윌리스', '사무엘 L. 잭슨', '안야 테일러 조이']"
274,그린 북,드라마, 2019.01.09. ,9.55,"1962년 미국, 입담과 주먹만 믿고 살아가던 토니 발레롱가(비고 모텐슨)는 교양과 우아함 그 자체인 천재 피아니스트 돈 셜리(마허샬라 알리) 박사의 운전기사 면접을 보게 된다. 백악관에도 초청되는 등 미국 전역에서 콘서트 요청을 받으며 명성을 떨치고 있는 돈 셜리는 위험하기로 소문난 미국 남부 투어 공연을 떠나기로 결심하고, 투어 기간 동안 자신의 보디가드 겸 운전기사로 토니를 고용한다. 거친 인생을 살아온 토니 발레롱가와 교양과 기품을 지키며 살아온 돈 셜리 박사. 생각, 행동, 말투, 취향까지 달라도 너무 다른 두 사람은 그들을 위한 여행안내서 ‘그린북’에 의존해 특별한 남부 투어를 시작하는데…",피터 패럴리,"['비고 모텐슨', '마허샬라 알리', '린다 카델리니', '세바스찬 매니스캘코']"
275,장난스런 키스,멜로/로맨스, 2019.03.27. ,8.54,내가 좋아하는 사람이 날 좋아할 확률은 얼마나 될까? ♥ A반 남신 ‘장즈수’와 처음 본 순간 KISS한 F반 ‘위안샹친’! 수학처럼 안 풀려도 절대 포기할 수 없는 확률 0% 멀고도 용감한 짝사랑 일대기,프랭키 첸,"['왕대륙', '임윤', '프랭키 첸', None]"
276,해피 데스데이 2 유,"공포, 코미디", 2019.02.14. ,8.28,절대 끝나지 않는 생일에 또다시 갇혀버린 트리와 더 강력하게 돌아온 베이비의 끝내주는 호러테이닝 무비,크리스토퍼 랜던,"['제시카 로테', '이스라엘 브로우사드', '피 부', '루비 모딘']"
277,극장판 공룡메카드: 타이니소어의 섬,애니메이션, 2019.01.10. ,9.17,"머나먼 옛날, 소행성 충돌로 인해 지구의 공룡들이 모두 사라지고 사람들에게 알려지지 않은 어느 작은 섬에서 공룡들은 아주 작은 모습의 타이니소어로 탄생한다. 씩씩한 트리케라, 장난꾸러기 티라노, 잠꾸러기 스테고 등 타이니소어 친구들이 도토리 축구를 하며 즐거운 나날을 보내고 있던 중, 수상한 악당들이 나타나 평화로운 ‘타이니소어의 섬’을 위협하기 시작하는데… 타이니소어들을 노리는 수상한 눈빛의 정체는? 과연 이들은 위기에 처한 지상 낙원 ‘타이니소어의 섬’을 지켜낼 수 있을까?",최신규,"['유재운', '김서영', '엄상현', '안현서']"
278,제미니 맨,"액션, 드라마, SF", 2019.10.09. ,8.56,"최강의 요원 헨리(윌 스미스)는 자신과 완벽하게 닮은 의문의 요원(윌 스미스)에게 맹렬한 추격을 당한다. 한편 헨리와 이제 막 동료가 된 대니(메리 엘리자베스 윈스티드), 헨리의 오랜 동료 배런(베네딕트 웡)은 의문의 요원에게 이상한 낌새를 느끼고 정체를 파헤치기 시작하고, 그가 헨리의 DNA를 추출해 탄생한 ‘제미니 프로젝트’ 요원임을 알게 된다. 헨리의 전성기와 너무나 완벽하게 닮은 한 사람을 만나 충격에 빠지는 헨리와 동료들. 그들은 ‘제미니 프로젝트’를 파괴하기 위한 작전을 시작하는데…",이안,"['윌 스미스', '메리 엘리자베스 윈스티드', '클라이브 오웬', '베네딕 웡']"
279,고질라: 킹 오브 몬스터,"액션, 모험, SF", 2019.05.29. ,8.1,"고질라의 샌프란시스코 공격으로 인해 아들을 잃은 상처로 엠마와 마크, 딸 매디슨 가족은 슬픔 속에 살고 있다. 미지의 생물을 연구하는 모나크 소속 과학자인 엠마는 또 다른 공격에 대비해 거대 괴수와 소통하는 주파수를 발견한다. 그러나 괴수들을 조종해 지구를 초토화 시키려는 테러 세력에게 딸 매디슨과 납치되고, 주파수로 모스라, 로단, 기도라 등 고대 괴수들이 하나 둘 깨어난다. 역대급 재난 상황에서 인류의 생존 자체조차 불투명해지고, 여기에 강력한 고질라의 등장으로 괴수들의 대결은 새로운 국면을 맞이한다. 또 다시 최악의 위기를 맞은 가족들은 어떻게든 함께 위험을 헤쳐나가야만 하는데...",마이클 도허티,"['밀리 바비 브라운', '베라 파미가', '카일 챈들러', '브래드리 휘트포드']"
280,덤보,드라마, 2019.03.27. ,9.17,"몸보다 훨씬 큰 귀를 가지고 태어나, 뒤뚱거리는 모습으로 서커스단의 웃음거리가 된 ‘덤보’. 어느 날 왕년의 서커스 스타 ‘홀트(콜린 파렐)’와 그의 아이들, 밀리와 조가 ’덤보’가 하늘을 날 수 있다는 것을 알게 되고, 유능한 사업가 ‘반데비어(마이클 키튼)’가 ‘덤보’를 스타로 만들기 위해 접근한다. 매력적인 공중 곡예사 ‘콜레트(에바 그린)’와 함께 하늘을 날게 된 ‘덤보’는 그의 친구들과 함께 환상적인 쇼를 둘러싼 어둠의 비밀을 발견하게 되는데…",팀 버튼,"['콜린 파렐', '마이클 키튼', '대니 드비토', '에바 그린']"
281,러브 유어셀프 인 서울,공연실황, 2019.01.26. ,9.31,"8월 서울공연을 시작으로, 미주, 유럽, 아시아 등 20개 도시 42회 공연 규모로 열리는 'LOVE YOURSELF’ 투어. 현재 진행 중인 가장 핫한 콘서트를 담은 ‘러브 유어셀프 인 서울’은 미국 빌보드 200 1위에 빛나는 글로벌 그룹 방탄소년단 월드투어의 포문을 여는 서울 콘서트를 담아냈으며, 전 세계가 기다린 최고의 무대를 더욱 생동감 있게 느낄 수 있다.",RM,"['진', '슈가', '제이홉', '지민']"
282,브링 더 소울 : 더 무비,다큐멘터리, 2019.08.07. ,9.68,"서울을 시작으로 북미와 유럽까지 LOVE YOURSELF 투어를 마친 방탄소년단! 전세계의 팬들과 함께 호흡하고 열광했던 유럽에서의 콘서트가 파리를 마지막으로 끝났다. 그리고 모든 긴장이 풀어진 다음날, 파리의 작은 루프탑 테이블에서 멤버와 팬들에게 하지 못했던 그들만의 이야기를 나누는 작은 뒤풀이가 시작된다. 방탄소년단의 솔직담백한 이야기를 한 테이블에 둘러 앉아 들을 수 있는 설렘 가득한 시간이 펼쳐진다.",박준수,"['RM', '진', '슈가', '제이홉']"
283,아담스 패밀리,"애니메이션, 코미디, 가족", 2019.11.07. ,8.12,"아담스(Addams) 일가는 가장 고메스(Gomez: 라울 줄리아 분), 부인 모티시아(Morticia: 안젤리카 휴스턴 분), 딸 웬즈데이(Wednesday: 크리스티나 리치 분), 아들 퍽슬리(Pugsley: 지미 워크맨 분) 등 4명이다. 어느날 아담스 일가의 고메스의 형인 페스터(Uncle Fester: 크리스토퍼 로이드 분)가 행방불명된 지 25년만에 나타난다. 사실 그는 페스터가 아니고 이 집의 재산을 탐낸 늙은 여인 아비게일(Abigail Craven: 엘리자베스 윌슨 분)의 아들이 페스터로 변장한 것이다. 차츰 고메즈는 페스터의 어색한 행동을 보고 의심하기 시작하여 여러가지 시험을 해보는데 그 과정에서 아이들은 페스터와 정이 들어 그를 따르게 되어 고메즈도 페스터를 믿게 된다. 결국 아비게일 모자는 음모를 순조롭게 진행시켜 고메즈 일가를 떠나게 하는데 성공한다. 그러나 음모를 밝히려는 아담스 일가와 어머니의 독재에 염증이 난 페스터는 폭풍을 부르는 책을 펼쳐 악인들을 쓸어내고 자신의 기억도 되살린다. 사실 그는 진짜 페스터였던 것이다. 드디어 온가족이 다시 모이게 되어 행복하게 산다.",베리 소넨필드,"['안젤리카 휴스턴', '라울 줄리아', '크리스토퍼 로이드', '엘리자베스 윌슨']"
284,헬보이,"SF, 액션, 모험", 2019.04.10. ,7.76,"'헬보이' 자신이 소속된 B.P.R.D의 임무로 영국의 한 비밀 단체의 괴수 사냥을 도우러 갔지만 되려 공격을 당하고, 곧 영국에서 어마어마한 일이 벌어지고 있다는 것을 알게 된다. 서기 517년, 아서왕에게 패하고 몸이 6조각으로 나뉘어 봉인된 '블러드 퀸'을 다시 부활시켜 인류를 파멸시키려는 초자연적 빌런들에 의해 영국은 물론 전 세계가 위험에 빠지게 된다. 헬보이는 이들에 맞서 인류를 위험으로부터 구해야만 하는데… * B.P.R.D(Bureau of Paranormal Research & Defense): 초자연 현상 연구 방위국",닐 마샬,"['데이빗 하버', '밀라 요보비치', '이안 맥쉐인', '대니얼 대 킴']"
285,예스터데이,"액션, SF", 2019.09.18. ,8.03,"하루하루 힘겹게 음악을 하던 무명 뮤지션 잭. 모든 것을 포기하려던 순간, 전세계가 동시에 정전이 된다! 다음 날 세상에선 비틀즈가 사라지고, 오직 잭만이 그들의 음악을 기억하게 된다. 특별한 기회를 만난 잭은 세계적인 스타가 될 운명에 섰는데…",대니 보일,"['히메쉬 파텔', '릴리 제임스', '케이트 맥키넌', '에드 시런']"
286,천로역정: 천국을 찾아서,"애니메이션, 모험", 2019.06.13. ,9.44,"희망도, 기쁨도 없는 멸망도시에서 살아가던 ‘크리스천’은 어느 날, 한 권의 책을 통해 천국도시가 존재하며, 곧 멸망도시가 불바다로 변할 것이라는 사실을 알게 된다. 바깥세상은 죽음뿐이라는 모두의 만류를 뒤로하고 ‘크리스천’은 천국도시를 찾아서 모험의 길로 접어 드는데…",로버트 페르난데스,"['존 라이스 데이비스', '벤 프라이스', '장민혁', '윤세웅']"
287,미성년,드라마, 2019.04.11. ,8.65,"같은 학교 2학년 주리(김혜준)와 윤아(박세진)가 학교 옥상에서 만났다. 최근 주리의 아빠 대원(김윤석)과 윤아의 엄마 미희(김소진) 사이에 벌어진 일을 알게 된 두 사람. 이 상황이 커지는 것을 막고 싶은 주리는 어떻게든 엄마 영주(염정아) 몰래 수습해보려 하지만 윤아는 어른들 일에는 관심 없다며 엮이지 않으려 한다. 그 때, 떨어진 주리의 핸드폰을 뺏어든 윤아는 영주의 전화를 받아 그 동안 감춰왔던 엄청난 비밀을 폭로해 버리고, 이를 본 주리는 멘붕에 빠지게 되는데… 폭풍 같은 사건을 마주한 두 가족의 이야기가 시작된다.",김윤석,"['염정아', '김소진', '김혜준', '박세진']"
288,배심원들,드라마, 2019.05.15. ,9.31,"국민이 참여하는 역사상 최초의 재판이 열리는 날. 모두의 이목이 집중된 가운데, 나이도 직업도 제각각인 8명의 보통 사람들이 배심원단으로 선정된다. 대한민국 첫 배심원이 된 그들 앞에 놓인 사건은 증거, 증언, 자백도 확실한 살해 사건. 양형 결정만 남아있던 재판이었지만 피고인이 갑자기 혐의를 부인하며 배심원들은 예정에 없던 유무죄를 다투게 된다. 생애 처음 누군가의 죄를 심판해야 하는 배심원들과 사상 처음으로 일반인들과 재판을 함께해야 하는 재판부. 모두가 난감한 상황 속 원칙주의자인 재판장 ‘준겸’(문소리)은 정확하고 신속하게 재판을 끌어가려고 한다. 하지만 끈질기게 질문과 문제 제기를 일삼는 8번 배심원 ‘남우’(박형식)를 비롯한 배심원들의 돌발 행동에 재판은 점점 예기치 못한 방향으로 흐르는데... 처음이라 더 잘하고 싶었던 보통 사람들의 가장 특별한 재판이 시작된다!",홍승완,"['문소리', '박형식', '백수장', '김미경']"
289,기방도령,코미디, 2019.07.10. ,7.08,"""기왕지사 이리 된 김에 사업을 해보는 게 어떻겠소? 내가 기생이 되겠단 말입니다!"" 수려한 용모와 뛰어난 기예, 여심을 꿰뚫어 보는 타고난 천성의 꽃도령 ‘허색’. 그는 자신이 나고 자란 기방 ‘연풍각’이 폐업 위기에 처하자 조선 최초의 남자 기생이 되기로 결심한다. 기방결의로 맺어진 25세 괴짜 도인 ‘육갑’과 함께 기획부터 홍보까지 환상의 호흡을 자랑하며 단숨에 조선 최고의 여심스틸러로 등극한 ‘허색’. 입소문이 번지며 조선 사대부 여인들의 마음이 두근거리기 시작한다. 그러나, 승승장구한 것도 잠시 예기치 못한 인물의 등장으로 잘 나가던 ‘허색’의 사업은 삐거덕거리기 시작하는데…",남대중,"['준호', '정소민', '최귀화', '예지원']"
290,신데렐라:마법 반지의 비밀,"애니메이션, 판타지", 2019.02.20. ,6.61,"새어머니와 두 언니들의 구박에도 늘 씩씩하고 당찬 신데렐라는 왕궁 무도회에 가보고 싶다는 생쥐 친구들의 소원을 들어주기 위해 무도회 참석을 결정하지만 누더기 옷 때문에 고민에 빠지고 꼬꼬마 마법사 크리스탈을 찾아가 도움을 청한다. 이에 마법사 크리스탈은 신데렐라를 아름답게 치장하고, 생쥐 친구들을 화려한 황금 마차를 모는 멋진 말들로 변신시키는데… 화려한 폭죽과 함께 시작된 왕궁 무도회. 모두의 시선을 한눈에 사로잡을 만큼 우아하고 아름다운 여인으로 변신한 신데렐라는 왕자와 춤을 추며 무도회를 빛낸다. 그러던 중 휴식을 위해 무도회장에서 잠시 벗어나 있던 신데렐라는 우연히 진짜 왕자는 마녀의 주문에 걸려 있고, 이 왕자를 구하기 위해서는 요정의 책에 전해 내려오는 전설 속 마법 반지가 필요하다는 사실을 알게 된다. 진짜 왕자를 구하기 위해 무시무시한 괴물과 위험이 가득한 마법의 숲으로 환상적인 모험을 시작하는 신데렐라와 친구들. 신데렐라와 친구들은 과연 위험천만한 그곳에서 사악한 마녀의 방해를 물리치고, 전설 속 마법 반지를 찾아 진짜 왕자를 구할 수 있을까?",린 사우더랜드,"['사문영', '김혜성', '남도형', '시영준']"
291,원스 어폰 어 타임... 인 할리우드,"드라마, 코미디", 2019.09.25. ,8.06,"1969년 할리우드, 잊혀져 가는 액션스타 ‘릭 달튼’과 그의 스턴트 배우 겸 매니저인 ‘클리프 부스’는 과거의 영광을 되찾기 위해 고군분투하지만 새로운 스타들에 밀려 큰 성과를 거두진 못한다. 그러던 어느 날 ‘릭’의 옆집에 할리우드에서 가장 핫한 ‘로만 폴란스키’ 감독과 배우 ‘샤론 테이트’ 부부가 이사 오자 ‘릭’은 새로운 기회가 생길 수도 있다고 기뻐하지만 인사조차 나누지 못한다. 형편상 더 이상 함께 일할 수 없게 된 ‘릭’과 ‘클리프’는 각자의 길을 가기로 하고 ‘릭’의 집에서 술을 거나하게 마시던 중 뜻하지 않은 낯선 방문객을 맞이하게 되는데…",쿠엔틴 타란티노,"['레오나르도 디카프리오', '브래드 피트', '마고 로비', '에밀 허쉬']"
292,기묘한 가족,코미디, 2019.02.13. ,7.46,"망해버린 주유소의 트러블메이커 가장 '만덕'은 우연히 만난 좀비를 집안에 들인다. 여타 좀비와 달리 반반한 외모, 말귀 알아듣는 ‘쫑비’를 보며 저마다의 속셈으로 패밀리 비즈니스를 꿈꾸는 가족. 리더인 맏며느리 '남주'를 중심으로 행동대장 장남 '준걸'과 브레인 차남 '민걸' 에너지 담당 막내 '해걸'에 물리면 죽기는커녕 더 젊어지는 좀비 '쫑비'까지! 이들의 기막힌 비즈니스는 조용했던 동네를 별안간 혈기 왕성한 마을로 만들어버리는데... 이거 혹시… 우리 때문이야?",이민재,"['정재영', '김남길', '엄지원', '이수경']"
293,악질경찰,"스릴러, 드라마", 2019.03.20. ,7.13,"뒷돈은 챙기고, 비리는 눈감고, 범죄는 사주하는 악질경찰 조필호(이선균), 급하게 목돈이 필요했던 그는 경찰 압수창고를 털 계획을 세운다. 그러나 사건 당일 밤, 조필호의 사주를 받아 창고에 들어간 한기철(정가람)이 의문의 폭발사고로 죽게 되고, 필호는 유일한 용의자로 지목된다. 설상가상 거대기업의 불법 비자금 자료까지 타버려 검찰의 수사선상에도 오른다. 위기에서 벗어나기 위해 사건을 쫓던 중, 폭발사건의 증거를 가진 고등학생 미나(전소니)와 엮이게 되고 빙산의 일각에 불과한 거대한 음모와 마주치게 되는데…… 나쁜 놈 위, 더 나쁜 놈이 지배하는 세상 과연 그는 모든 것을 전복시킬 반격에 성공할 수 있을까?",이정범,"['이선균', '전소니', '박해준', '송영창']"
294,라스트 크리스마스,"멜로/로맨스, 코미디", 2019.12.05. ,7.18,"친구도 없고, 연애도 못하고, 엄마에게 얹혀 살고 있는 인생 뭐 하나 마음대로 되는게 없는 ‘케이트’(에밀리아 클라크). 가수를 꿈꾸지만 매번 오디션에서 떨어지고, 마지못해 별볼일 없는 크리스마스 장식용품 가게에서 일하고 있다. 매일 반복되는 일상이 지나고 크리스마스가 다가오던 어느 날, 노숙자 센터에서 자원 봉사를 하는 ‘톰’(헨리 골딩)을 우연히 만나게 된다. 핸드폰도 없고 자신에게 데이트 신청도 안하지만 언제 어디서든 나타나는, 다른 남자들과 다른 톰의 매력에 점점 끌리게 되는데…",폴 페이그,"['에밀리아 클라크', '헨리 골딩', '양자경', '엠마 톰슨']"
295,메리 포핀스 리턴즈,"판타지, 뮤지컬", 2019.02.14. ,8.68,"체리트리 가 17번지에 살고 있는 마이클과 세 아이들은 아내와 엄마를 잃고, 집까지 빼앗길 위기에 처해 슬픔에 잠긴다. 어느 날, 바람의 방향이 바뀌고 마이클의 가족에게 다시 돌아온 ‘메리 포핀스’는 사랑스러운 마법으로 가득 찬 황홀한 경험을 선사하는데…",롭 마샬,"['에밀리 블런트', '린-마누엘 미란다', '벤 위쇼', '에밀리 모티머']"
296,명탐정 코난: 감청의 권,애니메이션, 2019.07.24. ,7.14,"19세기말 해적선과 함께 싱가포르 인근 바다에 가라앉았다고 전해지는 전설의 보물 블루 사파이어 ‘감청의 권’이 모습을 드러내던 날, 마리나 베이 샌즈 호텔에서 살인사건이 발생하고 현장에는 피로 물든 괴도 키드의 예고장만이 남겨져 있다. 하지만 그것은 모두를 뒤흔들 함정! 절체절명에 빠진 괴도 키드는 마법 같은 술수로 여권이 없는 코난을 싱가포르로 데려간다. 마침 싱가포르에서 개최되는 쿄고쿠 마코토의 가라테 대회를 보기 위한 란과 소노코까지 모두가 모이게 되고… 코난 X 괴도 키드 X 쿄고쿠 마코토, 블루 사파이어 ‘감청의 권’ 그리고 가장 소중한 것을 지키기 위한 세 사람의 피할 수 없는 대결이 시작된다!",나가오카 치카,"['타카야마 미나미', '야마자키 와카나', '코야마 리키야', '야마구치 캇페이']"
297,눈의 여왕4,"애니메이션, 모험, 가족, 판타지", 2019.12.24. ,8.95,"과학과 기술만을 최고로 여기는 해럴드 왕은 우연히 발견한 마법 유물 ‘미러랜드의 문’을 이용해 세상의 마법사들을 그곳에 가두려는 계략을 세운다. 위험에 처한 마법사들과 겔다의 가족들은 최후의 수단으로 함께 갇혀있던 눈의 여왕에게 도움을 요청하는데… 과연, ‘겔다’와 ‘눈의 여왕’은 함께 힘을 합쳐 해럴드 왕의 음모로부터 마법 세계를 구할 수 있을 것인가?!",로버트 렌스,"['알렉세이 트시칠린', '양정화', '박지윤', '임채헌']"
298,커런트 워,드라마, 2019.08.22. ,7.47,쇼맨십의 천재 ‘에디슨’과 상상력의 천재 ‘테슬라’ 그리고 협상의 천재 ‘인설’과 비즈니스의 천재 ‘웨스팅하우스’까지. 4 명의 천재 3 번의 격돌 2개의 전류 1명만이 역사가 된다!,알폰소 고메즈-레존,"['베네딕트 컴버배치', '톰 홀랜드', '니콜라스 홀트', '마이클 섀넌']"
299,어린 의뢰인,드라마, 2019.05.22. ,9.14,당신에게 찾아온 뜨거운 질문! “당신은 이 아이를 외면하시겠습니까?” 인생 최대 목표는 오직 성공뿐인 변호사 ‘정엽’ 주변에 무관심한 그에게 ‘다빈’과 ‘민준’ 남매가 자꾸 귀찮게 얽힌다. 오랫동안 기다렸던 대형 로펌 합격 소식을 듣게 된 ‘정엽’은 믿을 수 없는 사실을 알게 된다. 10살 소녀 ‘다빈’이 7살 남동생을 죽였다는 충격적인 자백 뒤늦게 미안함을 느낀 ‘정엽’은 자신의 모든 것을 걸고 ‘다빈’의 엄마 ‘지숙’에게 숨겨진 진실을 밝히려고 하는데…,장규성,"['이동휘', '유선', '최명빈', '이주원']"
300,남산의 부장들,드라마, 2020.01.22. ,8.46,"1979년 10월 26일, 중앙정보부장 김규평(이병헌)이 대한민국 대통령을 암살한다. 이 사건의 40일전, 미국에서는 전 중앙정보부장 박용각(곽도원)이 청문회를 통해 전 세계에 정권의 실체를 고발하며 파란을 일으킨다. 그를 막기 위해 중앙정보부장 김규평과 경호실장 곽상천(이희준)이 나서고, 대통령 주변에는 충성 세력과 반대 세력들이 뒤섞이기 시작하는데… 흔들린 충성, 그 날의 총성",우민호,"['이병헌', '이성민', '곽도원', '이희준']"
301,다만 악에서 구하소서,"범죄, 액션", 2020.08.05. ,8.57,"태국에서 충격적인 납치사건이 발생하고 마지막 청부살인 미션을 끝낸 암살자 인남(황정민)은 그것이 자신과 관계된 것임을 알게 된다. 인남은 곧바로 태국으로 향하고, 조력자 유이(박정민)를 만나 사건을 쫓기 시작한다. 한편, 자신의 형제가 인남에게 암살당한 것을 알게 된 레이(이정재). 무자비한 복수를 계획한 레이는 인남을 추격하기 위해 태국으로 향하는데... 처절한 암살자 VS 무자비한 추격자 멈출 수 없는 두 남자의 지독한 추격이 시작된다!",홍원찬,"['황정민', '이정재', '박정민', '박소이']"
302,반도,"액션, 드라마", 2020.07.15. ,7.21,"[전대미문의 재난 그 후 4년 폐허의 땅으로 다시 들어간다!] 4년 전, 나라 전체를 휩쓸어버린 전대미문의 재난에서 가까스로 탈출했던 ‘정석’(강동원). 바깥세상으로부터 철저히 고립된 반도에 다시 들어가야 하는 피할 수 없는 제안을 받는다. 제한 시간 내에 지정된 트럭을 확보해 반도를 빠져 나와야 하는 미션을 수행하던 중 인간성을 상실한 631부대와 4년 전보다 더욱 거세진 대규모 좀비 무리가 정석 일행을 습격한다. 절체절명의 순간, 폐허가 된 땅에서 살아남은 ‘민정’(이정현) 가족의 도움으로 위기를 가까스로 모면하고 이들과 함께 반도를 탈출할 수 있는 마지막 기회를 잡기로 한다. 되돌아온 자, 살아남은 자 그리고 미쳐버린 자 필사의 사투가 시작된다!",연상호,"['강동원', '이정현', '이레', '권해효']"
303,히트맨,"코미디, 액션", 2020.01.22. ,7.98,"웹툰 작가가 되고 싶어 국정원을 탈출한 비밀 프로젝트 방패연 출신 전설의 암살요원 '준'. 그러나 현실은 연재하는 작품마다 역대급 악플만 받을 뿐이다. 술김에 그리지 말아야 할 1급 기밀을 그려버리고 예상치 않게 웹툰은 하루아침에 초대박이 나지만, 그로 인해 '준'은 국정원과 테러리스트의 더블 타깃이 되는데... 웹툰 작가가 된 전설의 암살요원, 그의 히트 본능이 깨어난다!",최원섭,"['권상우', '정준호', '황우슬혜', '이이경']"
304,테넷,"액션, SF", 2020.08.26. ,8.76,시간의 흐름을 뒤집는 인버전을 통해 현재와 미래를 오가며 세상을 파괴하려는 사토르(케네스 브래너)를 막기 위해 투입된 작전의 주도자(존 데이비드 워싱턴). 인버전에 대한 정보를 가진 닐(로버트 패틴슨)과 미술품 감정사이자 사토르에 대한 복수심이 가득한 그의 아내 캣(엘리자베스 데비키)과 협력해 미래의 공격에 맞서 제3차 세계대전을 막아야 한다!,크리스토퍼 놀란,"['존 데이비드 워싱턴', '로버트 패틴슨', '엘리자베스 데비키', '마이클 케인']"
305,#살아있다,드라마, 2020.06.24. ,7.03,"원인불명 증세의 사람들의 공격에 통제 불능에 빠진 도시. 영문도 모른 채 잠에서 깬 ‘준우’(유아인)는 아무도 없는 집에 혼자 고립된 것을 알게 된다. 데이터, 와이파이, 문자, 전화 모든 것이 끊긴 채 고립된 상황. 연락이 두절된 가족에 이어 최소한의 식량마저 바닥이 나자 더 이상 버티기 힘들어진 ‘준우’. 하지만 그 순간 건너편 아파트에서 누군가 시그널을 보내온다. 또 다른 생존자 ‘유빈’(박신혜)이 아직 살아있음을 알게 된 ‘준우’는 함께 살아남기 위한 방법을 찾아 나서는데...! 꼭 살아남아야 한다",조일형,"['유아인', '박신혜', '전배수', '이현욱']"
306,강철비2: 정상회담,"드라마, 액션", 2020.07.29. ,7.97,"북미 평화협정 체결을 위한 대한민국 대통령(정우성), 북한의 최고지도자인 위원장(유연석)과 미국 대통령(앵거스 맥페이든)간의 남북미 정상회담이 북한 원산에서 열린다. 북미 사이 좀처럼 이견이 좁혀지지 않는 가운데, 핵무기 포기와 평화체제 수립에 반발하는 북 호위총국장(곽도원)의 쿠데타가 발생하고, 납치된 세 정상은 북한 핵잠수함에 인질로 갇힌다. 그리고, 좁디 좁은 함장실 안, 예기치 못한 진정한 정상회담이 벌어지게 되는데… 동북아시아의 운명이 핵잠수함에 갇혔다! 과연, 남북미 세 지도자는 전쟁 위기를 막을 수 있을 것인가?",양우석,"['정우성', '곽도원', '유연석', '앵거스 맥페이든']"
307,담보,드라마, 2020.09.29. ,9.18,"1993년 인천 거칠고 까칠한 사채업자 두석(성동일)과 종배(김희원)는 떼인 돈 받으러 갔다가 얼떨결에 9살 승이(박소이)를 담보로 맡게 된다. “담보가 무슨 뜻이에요?” 뜻도 모른 채 담보가 된 승이와 승이 엄마의 사정으로 아이의 입양까지 책임지게 된 두석과 종배. 하지만 부잣집으로 간 줄 알았던 승이가 엉뚱한 곳에 있다는 것을 알게 된 두 사람은 승이를 데려와 돌보게 된다. 예고 없이 찾아온 아이에게 인생을 담보 잡힌 두석과 종배. 빚 때문에 아저씨들에게 맡겨진 담보 승이. 두석, 종배, 승이 세 사람은 어느덧 서로에게 특별한 존재가 되는데.. 돈 받으러 갔다가 인생의 보물을 만났다!",강대규,"['성동일', '하지원', '김희원', '박소이']"
308,닥터 두리틀,"코미디, 가족", 2020.01.08. ,8.12,"동물들과 소통하는 특별한 능력을 지닌 닥터 두리틀(로버트 다우니 주니어)은 사랑하는 사람을 잃고 세상과 단절한 채 동물들과 친구가 되어 살아간다. 어느 날, 여왕에게 알 수 없는 불치병이 생기고 왕국마저 위험에 빠지게 되자, 그의 놀라운 능력만이 모든 것을 해결할 수 있음을 알게 된다. 세상을 구하기 위해서는 반드시 주어진 시간 안에 누구도 가보지 못했던 신비의 섬을 찾아내야만 하고, 두리틀은 친구들과 함께 위험천만한 모험을 떠나게 되는데…", 베티 토마스,"[' 에디 머피', ' 오시 데이비스', ' 올리버 플랫', ' 피터 보일', ' 리차드 쉬프']"
